# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-22 00:54:13.565
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
9.040449,-21.1212,8.5101,-9.9524,24.85
9.052847,-19.0329,8.6079,-9.1330,22.80
9.060504,-17.7792,7.9984,-8.1417,21.13
9.070737,-16.9697,6.8727,-6.7358,19.51
9.085895,-15.8796,5.4639,-4.8551,17.48
9.090702,-14.2297,3.7579,-2.7999,14.98
9.101139,-11.9759,2.0280,-0.6275,12.16
9.110869,-9.2128,0.5417,1.5476,9.36
9.120990,-6.1912,-0.6026,3.1941,6.99
9.134099,-3.3916,-1.6278,3.8816,5.41
9.140893,-1.0058,-2.6507,3.9104,4.83
9.151168,0.8151,-3.5537,3.6911,5.19
9.161146,2.1321,-4.3859,3.2885,5.88
9.171337,3.3417,-5.1161,2.7683,6.71
9.184782,4.4556,-5.5933,2.0522,7.44
9.192624,5.1379,-5.9693,1.0209,7.94
9.202834,5.3331,-6.6332,0.0313,8.51
9.211718,5.8573,-7.7179,-0.1343,9.69
9.221795,7.1901,-9.0259,1.1818,11.60
9.235235,8.8443,-10.1848,3.7976,14.01
9.241984,10.5892,-11.0277,6.4741,16.60
9.252261,12.5139,-11.6705,8.2866,19.01
9.262133,14.3755,-12.2775,9.5202,21.17
9.272173,15.8169,-12.8042,10.2135,22.77
9.287066,16.7893,-13.0660,9.5866,23.33
9.292471,17.3870,-13.2695,6.9658,22.95
9.303909,17.4216,-13.3442,3.0806,22.16
9.312626,17.1174,-12.7527,-1.4278,21.39
9.322629,16.2763,-11.7462,-6.3461,21.05
9.336683,14.3039,-10.8691,-10.2685,20.69
9.342630,11.7181,-10.0386,-12.2718,19.72
9.352923,9.4003,-9.2984,-12.9502,18.51
9.362783,7.7759,-8.8377,-12.6752,17.30
9.372711,6.1954,-8.7283,-10.9422,15.31
9.387068,3.8494,-8.9533,-7.7317,12.44
9.392960,0.8838,-9.0103,-3.4093,9.67
9.403579,-2.2919,-8.3882,1.1561,8.77
9.420528,-5.5491,-6.9240,5.2100,10.29
9.437289,-12.1832,-1.5630,10.3807,16.08
9.444106,-16.5693,0.6796,11.0341,19.92
9.453999,-19.9416,3.5003,11.5284,23.30
9.470719,-22.2403,6.2327,12.1272,26.09
9.473673,-24.0053,8.2396,12.4214,28.26
9.487115,-25.2294,9.4378,12.2325,29.58
9.493698,-25.4256,10.2035,11.2754,29.63
9.504285,-24.2904,10.5720,9.2609,28.06
9.520646,-22.1851,9.9423,6.7797,25.24
9.524257,-19.7137,8.3964,5.0012,22.00
9.536573,-16.9533,6.4747,4.3898,18.67
9.544192,-14.0550,4.4435,4.7015,15.47
9.554479,-11.2047,2.3447,5.3898,12.65
9.570034,-8.4992,0.2949,6.2462,10.55
9.574471,-6.1585,-1.6537,7.3465,9.73
9.587337,-4.1407,-3.6354,8.3916,10.04
9.594783,-1.7221,-5.4022,8.9721,10.61
9.604842,1.0790,-6.6601,8.7834,11.08
9.620592,3.5484,-7.4048,7.3804,11.04
9.624961,5.1847,-7.7910,4.8108,10.52
9.636579,6.1802,-7.8718,0.9578,10.05
9.644928,7.0749,-7.6390,-3.8829,11.11
9.656437,7.7671,-7.4354,-7.4311,13.07
9.670379,8.2469,-7.4051,-8.3345,13.87
9.675176,8.5318,-7.3363,-7.1956,13.36
9.688367,8.3719,-7.3045,-5.0523,12.21
9.695476,7.9653,-7.5191,-2.7678,11.30
9.705635,7.7491,-7.9135,-0.9343,11.12
9.721698,7.9881,-8.3320,0.2814,11.55
9.725741,8.3885,-8.6935,1.1645,12.14
9.736845,8.6776,-8.9174,1.4767,12.53
9.745760,8.8728,-9.2335,0.9897,12.84
9.757769,9.2564,-9.5707,-0.0912,13.31
9.770426,10.2264,-9.6898,-1.9913,14.23
9.776043,11.3797,-9.9763,-4.3954,15.76
9.787866,12.0594,-10.4898,-6.1126,17.11
9.796535,12.0108,-10.9470,-6.5968,17.54
9.806441,11.4633,-11.2493,-6.0919,17.18
9.821297,10.8678,-11.3198,-5.3649,16.58
9.826382,10.3566,-11.2727,-4.8667,16.06
9.837957,9.6216,-11.2200,-4.5946,15.48
9.846433,8.4716,-11.1414,-4.7436,14.78
9.856752,6.9944,-11.0905,-5.2468,14.12
9.871886,4.8313,-11.0149,-5.2612,13.13
9.876886,1.8686,-10.7508,-4.2450,11.71
9.887512,-1.2728,-9.9902,-2.0792,10.28
9.897069,-4.0474,-8.4203,0.8224,9.38
9.907105,-6.4386,-6.1096,3.4421,9.52
9.920765,-9.0217,-3.4789,6.0126,11.39
9.927165,-11.9583,-0.7552,8.3279,14.59
9.938249,-14.2786,2.0924,8.9560,16.98
9.947212,-15.9850,4.5703,8.3957,18.63
9.957703,-17.9758,6.5785,8.4849,20.94
9.971352,-20.0465,8.5249,9.9605,23.95
9.977760,-21.9510,9.9326,12.1002,26.96
9.988152,-23.2735,10.6121,14.1594,29.24
9.997805,-23.7060,10.3966,15.9936,30.43
10.008107,-23.3354,9.1861,17.4643,30.56
10.021852,-21.7123,7.6789,18.3475,29.45
10.027909,-18.7236,6.0820,17.8118,26.55
10.038889,-15.1041,4.1728,15.7377,22.21
10.048078,-11.4691,2.0720,12.8873,17.38
10.061196,-7.8522,0.1616,9.9412,12.67
10.071278,-4.2621,-1.3522,7.2629,8.53
10.082311,-0.9690,-2.5499,5.0391,5.73
10.089890,1.5440,-3.5555,3.6534,5.33
10.104354,3.0666,-4.5101,2.9577,6.20
10.108819,3.8532,-5.4221,2.4261,7.08
10.120644,4.2861,-6.2911,1.8841,7.84
10.128610,4.8452,-7.1825,1.4583,8.79
10.138704,5.7335,-7.9006,1.0172,9.81
10.153358,6.7091,-8.2401,0.1654,10.63
10.158784,7.3009,-8.2202,-1.3785,11.08
10.169695,6.9946,-8.1064,-3.4529,11.25
10.179041,6.0016,-8.0221,-5.3539,11.36
10.189117,5.2735,-7.7517,-6.5314,11.43
10.204492,5.0610,-7.2922,-7.0116,11.31
10.209491,4.9379,-6.8276,-7.0623,10.99
10.222521,4.6007,-6.3466,-6.8806,10.43
10.229438,3.9984,-5.8454,-7.0346,9.98
10.239899,3.4422,-5.4159,-7.8995,10.18
10.255794,3.3529,-4.9505,-9.0475,10.84
10.260006,3.3085,-4.5880,-10.2131,11.67
10.271913,2.9572,-4.5520,-11.2413,12.48
10.280079,2.7787,-4.4855,-11.9252,13.04
10.290137,2.8266,-4.2656,-12.3819,13.40
10.305125,2.7302,-4.0609,-12.7514,13.66
10.310048,2.4023,-3.8223,-13.0430,13.80
10.321535,2.1732,-3.4455,-13.2314,13.84
10.330217,2.0868,-3.0075,-13.2247,13.72
10.340518,2.0056,-2.6350,-12.9030,13.32
10.356430,1.5795,-2.5173,-12.5539,12.90
10.360914,0.6837,-2.7411,-12.3729,12.69
10.372314,-0.3405,-3.0566,-12.0130,12.40
10.380802,-1.3312,-3.2764,-10.9153,11.47
10.391001,-2.3502,-3.4123,-9.1404,10.04
10.406498,-3.5129,-3.5539,-7.3524,8.89
10.411019,-4.5243,-3.8183,-5.8332,8.31
10.422624,-4.8909,-4.2170,-4.4578,7.85
10.431027,-4.4226,-4.4609,-2.9430,6.94
10.441234,-3.5289,-4.3858,-0.8903,5.70
10.456167,-2.7186,-4.0573,1.7024,5.17
10.461401,-2.2288,-3.3108,4.3219,5.88
10.472176,-2.4510,-2.4440,6.2575,7.15
10.481571,-3.1133,-1.7668,7.4211,8.24
10.491766,-4.0131,-1.3045,8.0182,9.06
10.505821,-5.6008,-1.3494,8.4695,10.24
10.511813,-7.3063,-1.5807,9.8845,12.39
10.522378,-8.7497,-1.9264,12.4613,15.35
10.531746,-9.6740,-2.4378,15.5544,18.48
10.541906,-9.5089,-2.7780,17.9031,20.46
10.556271,-8.5057,-2.9320,19.2337,21.23
10.562173,-7.1782,-3.0694,20.2043,21.66
10.572918,-6.2255,-3.7601,20.7355,21.97
10.582209,-5.4744,-4.5398,20.9225,22.10
10.592115,-4.4283,-4.7015,20.9679,21.94
10.606418,-3.1542,-4.4922,20.3227,21.05
10.612085,-2.1720,-4.4901,18.3170,18.98
10.623536,-1.8212,-4.6770,15.2692,16.07
10.632477,-1.6780,-4.7228,12.0446,13.05
10.642649,-1.5144,-4.8576,9.0850,10.41
10.656198,-1.3597,-5.1015,6.4085,8.30
10.662963,-1.3246,-5.3503,3.9686,6.79
10.673052,-1.4784,-5.5003,1.7778,5.97
10.689436,-1.7884,-5.5777,-0.0202,5.86
10.692793,-1.9031,-5.6066,-1.2839,6.06
10.706200,-1.5953,-5.5048,-1.9418,6.05
10.713208,-0.9925,-5.3761,-2.1047,5.86
10.723533,-0.3137,-5.3083,-2.3189,5.80
10.739977,0.2177,-5.2783,-3.0251,6.09
10.743676,0.4938,-5.2985,-4.2077,6.78
10.756719,0.4308,-5.2472,-5.7156,7.77
10.763852,0.2047,-4.9066,-7.3181,8.81
10.774153,0.0832,-4.4658,-8.6952,9.78
10.790011,0.1322,-4.1724,-9.8205,10.67
10.793752,0.3559,-3.8977,-10.9318,11.61
10.806787,0.7988,-3.5556,-12.1579,12.69
10.813901,1.3850,-3.1940,-13.1450,13.60
10.824324,1.9178,-2.8179,-13.6125,14.03
10.839970,2.1392,-2.4569,-13.7996,14.18
10.844602,2.0903,-2.1459,-14.0425,14.36
10.856315,2.1441,-1.7722,-14.5597,14.82
10.864552,2.5030,-1.3155,-15.1234,15.39
10.874691,2.8677,-0.9357,-15.4223,15.71
10.889718,2.8302,-0.7027,-15.4736,15.75
10.894708,2.3085,-0.5809,-15.3364,15.52
10.906431,1.4775,-0.5865,-15.0884,15.17
10.914328,0.5944,-0.7356,-14.6948,14.73
10.925150,-0.1149,-0.9931,-13.9080,13.94
10.940720,-0.5985,-1.1878,-12.6745,12.74
10.957191,-1.4457,-1.1778,-9.9277,10.10
10.965595,-2.0654,-1.2893,-8.8680,9.20
10.975688,-2.8837,-1.6384,-7.9547,8.62
10.990873,-3.5675,-1.9792,-6.4633,7.64
10.995572,-4.3029,-2.3812,-4.1109,6.41
11.007729,-4.8724,-2.8174,-0.5612,5.66
11.015703,-4.9493,-2.9353,4.0661,7.05
11.025796,-5.2884,-2.9379,9.0843,10.91
11.040194,-5.5758,-2.7868,13.8822,15.22
11.045948,-5.4807,-2.7135,17.6344,18.66
11.056680,-5.2771,-2.8983,19.9700,20.86
11.066100,-5.2529,-3.1488,21.2094,22.08
11.076266,-6.0364,-3.9392,21.9784,23.13
11.087305,-6.9764,-4.8132,22.9072,24.42
11.096207,-7.5319,-5.3598,23.8135,25.54
11.112653,-7.4971,-5.7866,24.3107,26.09
11.116517,-6.3561,-5.8256,24.2410,25.73
11.126342,-4.6861,-5.6317,23.3034,24.43
11.138941,-3.3281,-5.4309,21.2477,22.18
11.146063,-2.4212,-5.2496,18.2697,19.16
11.156544,-2.1621,-5.2909,14.6740,15.75
11.166906,-2.7830,-5.6665,10.6966,12.42
11.176802,-3.7196,-6.1006,6.8469,9.90
11.190417,-4.2511,-6.3324,3.8502,8.54
11.196910,-4.4315,-6.5800,2.0475,8.19
11.207440,-4.3458,-6.9018,1.0978,8.23
11.217418,-4.1162,-7.1801,0.3376,8.28
11.227306,-3.9120,-7.4995,-0.7765,8.49
11.240588,-3.5387,-7.8130,-2.4264,8.91
11.247507,-2.8696,-8.0509,-4.2852,9.56
11.257830,-2.0144,-8.1628,-6.0657,10.37
11.267681,-1.0120,-7.9607,-8.0169,11.34
11.277703,0.0038,-7.5562,-10.4527,12.90
11.291180,0.7751,-7.1194,-12.9752,14.82
11.297731,1.4337,-6.5593,-14.7075,16.17
11.308151,2.1917,-5.9736,-15.5172,16.77
11.317838,3.0948,-5.4017,-15.7695,16.95
11.328078,4.1800,-4.9099,-15.8044,17.07
11.341665,5.2260,-4.7598,-15.7367,17.25
11.348008,5.9338,-4.7514,-15.6217,17.37
11.358740,6.4177,-4.5102,-15.8218,17.66
11.367908,6.8077,-4.2276,-16.4115,18.26
11.378106,7.0714,-4.0309,-16.9802,18.83
11.391042,7.1281,-3.8216,-17.3841,19.17
11.398420,6.7434,-3.8819,-17.3941,19.06
11.408562,6.1189,-4.0481,-16.4223,17.99
11.424574,5.4401,-4.0707,-14.5877,16.09
11.428715,4.3836,-4.0831,-12.3759,13.75
11.440537,2.5362,-4.0143,-10.1086,11.17
11.448803,-0.3349,-3.6823,-8.0839,8.89
11.459017,-3.9659,-2.9062,-6.6985,8.31
11.474978,-7.4636,-2.0231,-5.9097,9.73
11.479208,-9.8037,-1.6807,-4.7996,11.04
11.492172,-10.8272,-1.5256,-2.3693,11.19
11.499223,-10.6766,-0.9633,1.0357,10.77
11.509589,-10.0546,-0.5391,4.0656,10.86
11.525254,-9.2068,-0.4968,6.3537,11.20
11.529722,-7.8855,-0.4706,8.4984,11.60
11.541861,-6.8266,-0.5803,10.7387,12.74
11.549828,-6.3117,-0.7948,12.8939,14.38
11.560078,-6.4837,-1.1490,14.8933,16.28
11.575273,-7.3210,-1.8633,16.9497,18.56
11.579929,-7.9233,-2.6099,19.3032,21.03
11.592093,-7.6637,-3.0089,21.6037,23.12
11.600447,-6.8604,-3.1907,23.0372,24.25
11.610350,-5.8976,-3.3338,23.0250,24.00
11.632212,-4.8336,-3.4411,21.4062,22.21
11.650568,-2.9554,-3.6086,11.4412,12.36
11.660614,-3.1011,-3.8626,8.4091,9.76
11.675565,-2.9674,-3.9158,6.0329,7.78
11.680830,-2.5561,-3.8328,4.1534,6.20
11.692588,-2.2804,-3.8795,2.7226,5.26
11.700976,-2.2042,-4.0126,1.5873,4.85
11.711128,-2.1511,-4.1166,0.6604,4.69
11.725925,-2.1522,-4.2185,-0.2605,4.74
11.731569,-2.1696,-4.4019,-1.3146,5.08
11.743086,-2.1062,-4.6348,-2.2536,5.57
11.751147,-1.7175,-4.8238,-2.9118,5.89
11.761281,-1.0227,-4.9592,-3.4831,6.15
11.776457,-0.4223,-5.1320,-4.2380,6.67
11.781903,0.0559,-5.2485,-5.1435,7.35
11.791937,0.4423,-5.2082,-6.1432,8.07
11.801772,0.5437,-5.1058,-7.1045,8.77
11.811687,0.4692,-4.8924,-7.9099,9.31
11.825391,0.5211,-4.6976,-8.6212,9.83
11.831906,0.7450,-4.7248,-9.1664,10.34
11.842254,1.0943,-4.8934,-9.2715,10.54
11.851816,1.4437,-5.1441,-8.9187,10.40
11.862139,1.7934,-5.3808,-8.3576,10.10
11.875875,2.3322,-5.4946,-7.8200,9.84
11.882276,3.4178,-5.6750,-7.5814,10.07
11.893001,5.5276,-5.9522,-7.5620,11.10
11.902569,8.1745,-6.1792,-7.3229,12.59
11.913604,10.2554,-6.3565,-6.9879,13.94
11.926632,11.4347,-6.3762,-6.8030,14.75
11.932492,11.6705,-6.3236,-6.6659,14.85
11.942841,11.2486,-6.4008,-6.3466,14.41
11.952932,10.7407,-6.5203,-6.0235,13.93
11.963009,10.3539,-6.7012,-5.9881,13.71
11.976325,9.8729,-7.2124,-5.9684,13.61
11.983074,9.2220,-7.9132,-5.5999,13.38
11.993266,8.5923,-8.4032,-4.8315,12.95
12.008869,8.0429,-8.7122,-4.0268,12.52
12.013347,7.7835,-8.9815,-3.4029,12.36
12.025887,7.6961,-9.4133,-3.0016,12.52
12.033777,7.5113,-9.9943,-2.9675,12.85
12.043853,7.2686,-10.5506,-3.2154,13.21
12.059515,6.8383,-11.1413,-3.5591,13.55
12.063746,6.3218,-11.6530,-3.6183,13.74
12.076613,5.6686,-12.0972,-3.2402,13.75
12.084113,4.5954,-12.6680,-2.6607,13.74
12.098414,3.0045,-13.2178,-2.0225,13.71
12.105824,1.0315,-13.6146,-1.2237,13.71
12.114190,-1.3683,-13.7461,-0.3040,13.82
12.125262,-4.3566,-13.7042,0.8851,14.41
12.134033,-7.9419,-13.3985,2.8220,15.83
12.144143,-11.2800,-12.2409,5.4804,17.52
12.157674,-13.5252,-10.4769,8.1242,18.94
12.164201,-15.0560,-8.6759,9.4547,19.78
12.174662,-16.5367,-6.7666,8.8835,19.95
12.184497,-17.9415,-4.6787,7.5465,20.02
12.194471,-19.1577,-2.3951,6.7655,20.46
12.209769,-20.2603,-0.2062,6.9067,21.41
12.214923,-20.6244,1.7610,8.2335,22.28
12.226300,-20.3713,3.5817,10.4330,23.17
12.235069,-20.5107,4.9813,12.4376,24.50
12.245077,-21.3694,5.7877,13.4028,25.88
12.260143,-22.5956,5.9087,13.1228,26.79
12.265137,-23.4079,5.3497,12.2621,26.96
12.277060,-23.2585,4.3807,11.3545,26.25
12.285553,-22.1793,3.1905,10.3908,24.70
12.295700,-20.3114,1.7845,9.2951,22.41
12.310181,-18.0077,0.1463,7.8840,19.66
12.315896,-15.7628,-1.7227,6.3582,17.08
12.326979,-13.7047,-3.6179,4.8959,15.00
12.335805,-11.7031,-5.3195,3.5326,13.33
12.345778,-9.5809,-6.6883,2.2885,11.91
12.360810,-7.2483,-7.5426,1.0246,10.51
12.366121,-5.0959,-8.0593,-0.2124,9.54
12.376823,-3.3113,-8.4298,-1.2576,9.14
12.386094,-1.8217,-8.5236,-2.0509,8.95
12.396383,-0.8176,-8.3724,-2.7125,8.84
12.411039,-0.4545,-8.1966,-3.4845,8.92
12.416192,-0.8729,-8.1068,-4.2390,9.19
12.427055,-1.7263,-8.2299,-4.5723,9.57
12.436457,-2.2556,-8.5733,-4.2289,9.82
12.446590,-2.2622,-8.8540,-3.2543,9.70
12.461242,-1.9290,-9.1111,-1.8805,9.50
12.467163,-1.3570,-9.4092,-0.4505,9.52
12.477612,-0.8547,-9.6522,0.7090,9.72
12.487047,-0.6621,-9.8555,1.4146,9.98
12.497151,-0.5849,-10.0446,1.3347,10.15
12.511110,-0.3091,-10.1442,0.2018,10.15
12.517468,0.4237,-9.9847,-1.5498,10.11
12.527512,1.2821,-9.6998,-3.3130,10.33
12.544097,2.1535,-9.2322,-4.6209,10.55
12.560844,3.7186,-7.6574,-5.5877,10.18
12.567793,4.4343,-6.7959,-5.5773,9.85
12.577666,5.3225,-5.7032,-5.3308,9.45
12.593432,5.8884,-4.6527,-5.0488,9.04
12.597867,6.0467,-3.9438,-4.8971,8.72
12.610650,5.9513,-3.5573,-4.9094,8.50
12.617899,5.6183,-3.3682,-5.0212,8.25
12.628313,5.2443,-3.2459,-5.3905,8.19
12.646449,4.8985,-2.9912,-5.9778,8.29
12.648412,4.3871,-2.6896,-6.4534,8.25
12.661520,3.8910,-2.4403,-6.6475,8.08
12.668221,3.5210,-2.2500,-6.6610,7.86
12.678542,3.1014,-2.2427,-6.7791,7.78
12.694487,2.5698,-2.4160,-7.1228,7.95
12.698451,2.0008,-2.6155,-7.4085,8.11
12.710709,1.4462,-2.8297,-7.4017,8.06
12.718582,0.8072,-3.2017,-7.2810,7.99
12.728811,0.2175,-3.5856,-7.1026,7.96
12.744476,-0.2124,-3.8505,-6.9524,7.95
12.748886,-0.7006,-4.1978,-6.7325,7.96
12.761108,-1.1977,-4.7846,-6.1182,7.86
12.769054,-1.3124,-5.3962,-4.7487,7.31
12.779092,-0.8738,-5.5822,-2.5981,6.22
12.794412,-0.0704,-5.1255,-0.0387,5.13
12.799410,0.3599,-4.4677,2.0546,4.93
12.811060,0.2794,-3.9445,3.1955,5.08
12.819404,-0.0530,-3.6861,3.7769,5.28
12.829618,-0.6473,-3.7517,4.3503,5.78
12.845449,-1.1868,-3.7613,5.3500,6.65
12.849909,-1.6039,-3.4584,6.4352,7.48
12.861225,-1.7283,-2.7810,7.5424,8.22
12.870236,-1.6894,-1.9263,8.3485,8.73
12.880030,-2.2988,-1.3575,8.0819,8.51
12.894850,-3.5704,-1.0899,7.1682,8.08
12.900320,-4.8557,-1.0839,6.2383,7.98
12.911918,-5.5407,-1.0976,5.9855,8.23
12.920155,-5.5532,-0.8751,6.9448,8.94
12.930348,-5.4398,-0.7743,8.5604,10.17
12.944683,-5.3114,-0.8636,10.3534,11.67
12.950606,-5.1365,-0.9535,11.9729,13.06
12.961392,-4.9653,-1.0435,13.0624,14.01
12.970763,-4.7005,-1.1275,13.3558,14.20
12.980951,-4.4013,-1.2398,12.7273,13.52
12.995568,-4.1497,-1.4732,11.1966,12.03
13.000782,-3.8314,-1.8166,8.9433,9.90
13.011680,-3.1324,-2.1687,6.3209,7.38
13.020958,-2.1533,-2.6475,3.7541,5.07
13.031144,-0.9206,-3.2618,1.6085,3.75
13.046019,0.8871,-3.7802,-0.1166,3.88
13.051199,2.9470,-4.1789,-1.6848,5.38
13.062010,4.6725,-4.6276,-3.0673,7.26
13.071299,6.2127,-5.0890,-4.1935,9.06
13.081565,7.7734,-5.5222,-5.1219,10.82
13.095290,8.8747,-6.1293,-5.6572,12.18
13.103761,9.1834,-7.0011,-5.5858,12.83
13.111900,9.2251,-7.8303,-5.0403,13.11
13.121862,9.5451,-8.4906,-4.2583,13.47
13.131670,9.8504,-9.1854,-3.2976,13.87
13.144811,9.6439,-9.8723,-2.3162,13.99
13.151754,9.0603,-10.4606,-1.5068,13.92
13.161982,8.3983,-11.0437,-1.1834,13.92
13.172068,7.7253,-11.5186,-1.4563,13.95
13.182254,7.0030,-11.7808,-2.1813,13.88
13.194451,6.2004,-12.1270,-3.1327,13.98
13.202307,5.0070,-12.7104,-4.0447,14.25
13.212667,3.2952,-13.4141,-4.9605,14.68
13.229462,1.5431,-14.2010,-5.8467,15.43
13.232870,-0.0071,-15.1016,-6.3048,16.36
13.245807,-1.1964,-15.9386,-5.8996,17.04
13.253046,-2.2025,-16.5825,-4.6468,17.36
13.263035,-3.0231,-16.7512,-2.9188,17.27
13.278957,-3.2070,-16.1083,-1.1765,16.47
13.282900,-3.7431,-15.3909,-0.1064,15.84
13.295609,-5.5183,-15.0900,-0.2531,16.07
13.303021,-8.2285,-14.7415,-1.1391,16.92
13.313283,-11.0187,-14.0806,-1.7256,17.96
13.329240,-12.8956,-12.8310,-1.8592,18.29
13.333558,-13.4842,-11.0178,-1.9077,17.52
13.345781,-12.7207,-9.0689,-1.4457,15.69
13.353689,-11.6162,-7.5012,-0.0891,13.83
13.363840,-11.3525,-6.2734,1.9546,13.12
13.379737,-11.9962,-4.9537,4.0095,13.58
13.383887,-13.1705,-3.5637,5.3376,14.65
13.396852,-14.6700,-2.1898,5.7046,15.89
13.404210,-16.5826,-0.7718,5.2916,17.42
13.415250,-18.8099,0.6187,4.8541,19.44
13.430208,-21.3887,1.9481,4.8365,22.02
13.434257,-24.0684,3.3306,5.3021,24.87
13.445861,-26.4207,4.3448,5.8479,27.41
13.454403,-28.1489,4.4851,5.9769,29.12
13.464613,-28.5116,4.1687,5.7376,29.38
13.480004,-27.1163,3.9381,5.2950,27.91
13.485059,-24.5996,3.5392,4.6535,25.28
13.495681,-21.9075,2.5261,3.6597,22.35
13.504718,-19.2986,1.0622,2.2910,19.46
13.514777,-16.8231,-0.5002,0.7998,16.85
13.529619,-14.6296,-2.1080,-0.4734,14.79
13.535141,-12.6565,-3.6584,-1.3136,13.24
13.546243,-10.8817,-4.9587,-1.7150,12.08
13.555239,-9.3006,-5.9830,-1.7702,11.20
13.565406,-7.9612,-6.8695,-1.6764,10.65
13.579719,-6.8041,-7.6752,-1.5537,10.37
13.585363,-5.6890,-8.3342,-1.4021,10.19
13.597564,-4.6757,-8.8436,-1.2444,10.08
13.605731,-3.7805,-9.1967,-1.1654,10.01
13.615564,-2.9014,-9.3903,-1.3982,9.93
13.630684,-2.2598,-9.5241,-1.9519,9.98
13.635868,-2.1006,-9.7873,-2.6346,10.35
13.646599,-2.1564,-10.1872,-3.0720,10.86
13.656096,-1.9985,-10.4973,-3.1590,11.14
13.665937,-1.6493,-10.7271,-3.0696,11.28
13.679619,-1.4122,-11.1267,-2.8701,11.58
13.685787,-1.4135,-11.8110,-2.5623,12.17
13.697219,-1.3481,-12.4299,-2.2114,12.70
13.706217,-0.8053,-12.6111,-2.5050,12.88
13.716495,0.0598,-12.6093,-3.5237,13.09
13.730175,1.0885,-12.4886,-4.2957,13.25
13.736600,2.0306,-12.2893,-4.5012,13.24
13.747151,2.7927,-12.1436,-4.1775,13.14
13.756830,3.6014,-11.7474,-3.0142,12.65
13.766625,3.8354,-11.3034,-1.2073,12.00
13.780776,3.4499,-10.9655,0.5844,11.51
13.786722,3.1253,-10.6045,1.8828,11.21
13.798309,3.1667,-10.2159,2.4696,10.98
13.806972,3.9011,-9.5382,2.4500,10.59
13.817448,4.7803,-8.7764,1.9716,10.19
13.831058,5.2510,-8.1429,1.3159,9.78
13.837629,5.5226,-7.5745,0.8601,9.41
13.847433,5.5797,-7.2183,0.7530,9.15
13.863649,5.4538,-7.0119,0.9216,8.93
13.867473,5.2906,-6.9723,1.5227,8.88
13.880164,5.3176,-7.0975,2.9576,9.35
13.887524,5.9366,-6.8545,5.3120,10.51
13.898007,6.9579,-6.2494,8.1655,12.42
13.914500,7.8928,-5.6456,10.7544,14.49
13.930730,8.7592,-4.6467,12.9322,16.30
13.938338,8.0183,-4.6031,12.3003,15.39
13.948375,6.4264,-4.7071,10.5164,13.19
13.964590,4.4486,-4.8194,8.0571,10.39
13.968212,2.7463,-5.0814,5.8132,8.19
13.981584,1.3873,-5.5801,4.2249,7.14
13.988797,0.3779,-6.1422,3.6806,7.17
13.998742,0.0465,-6.4474,4.3635,7.79
14.014310,0.4162,-6.2438,5.8635,8.58
14.018763,0.9830,-5.9152,7.2286,9.39
14.030694,1.4162,-5.6386,7.8933,9.80
14.038942,1.5516,-5.3531,7.6936,9.50
14.049041,0.9251,-5.2952,6.3209,8.30
14.063972,-0.0265,-5.2210,4.0452,6.60
14.069132,-0.7798,-5.2247,1.7106,5.55
14.080548,-1.3598,-5.4935,-0.1977,5.66
14.089248,-1.7552,-5.8491,-1.6954,6.34
14.099354,-1.8197,-6.1333,-2.5811,6.90
14.110099,-0.8535,-5.7985,-2.5394,6.39
14.119602,0.7707,-5.0690,-1.9228,5.48
14.130638,1.6471,-4.8099,-1.2360,5.23
14.139564,1.4565,-4.8977,-1.0300,5.21
14.150461,0.6413,-5.0326,-1.7338,5.36
14.167237,-0.4658,-5.2863,-3.0220,6.11
14.169744,-1.6214,-5.6370,-4.2276,7.23
14.179940,-2.6291,-5.9477,-4.9734,8.19
14.189957,-3.2805,-6.1146,-5.2921,8.73
14.200051,-3.5150,-6.1723,-5.1554,8.78
14.213776,-3.4918,-6.1879,-4.6889,8.51
14.220093,-3.2002,-6.0693,-4.0503,7.97
14.230447,-2.6026,-5.6652,-3.3963,7.10
14.240317,-1.9368,-5.3339,-3.6429,6.74
14.250461,-1.5932,-5.1044,-4.3739,6.91
14.265276,-1.9443,-4.7813,-4.6442,6.94
14.270437,-2.7193,-4.5073,-4.8240,7.14
14.281232,-3.4659,-4.3837,-5.1221,7.58
14.290578,-4.2081,-4.5343,-5.4954,8.27
14.301184,-4.6924,-4.7103,-5.5466,8.66
14.314658,-4.5411,-4.4707,-5.0635,8.14
14.321176,-4.2456,-3.8898,-4.4358,7.27
14.332056,-4.3076,-3.3681,-3.6434,6.57
14.341065,-4.5670,-2.8284,-2.7114,6.02
14.351267,-4.9391,-2.1272,-1.9976,5.74
14.365811,-5.3122,-1.4325,-1.3335,5.66
14.371219,-5.4921,-0.9467,-0.8049,5.63
14.382894,-5.2914,-0.9514,-0.2705,5.38
14.391518,-4.9425,-1.1905,0.6350,5.12
14.401839,-5.0759,-1.3580,1.3693,5.43
14.415508,-5.8263,-1.4287,1.4838,6.18
14.421769,-8.9047,0.6493,-2.5346,9.28
14.432024,-13.0986,1.9048,-1.4835,13.32
14.447978,-14.5633,0.2152,6.3091,15.87
14.452004,-12.4573,-0.1146,9.7754,15.84
14.464863,-8.2188,1.0021,9.9977,12.98
14.472052,-5.0498,1.5870,8.9822,10.43
